id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	_0_|_0_	_0_|_10_	_0_|_1_	_0_|_2_	_0_|_3_	_0_|_4_	_0_|_5_	_0_|_6_	_0_|_7_	_0_|_8_	_0_|_9_	_10_|_0_	_10_|_10_	_10_|_1_	_10_|_2_	_10_|_3_	_10_|_4_	_10_|_5_	_10_|_6_	_10_|_7_	_10_|_8_	_10_|_9_	_1_|_0_	_1_|_10_	_1_|_1_	_1_|_2_	_1_|_3_	_1_|_4_	_1_|_5_	_1_|_6_	_1_|_7_	_1_|_8_	_1_|_9_	_2_|_0_	_2_|_10_	_2_|_1_	_2_|_2_	_2_|_3_	_2_|_4_	_2_|_5_	_2_|_6_	_2_|_7_	_2_|_8_	_2_|_9_	_3_|_0_	_3_|_10_	_3_|_1_	_3_|_2_	_3_|_3_	_3_|_4_	_3_|_5_	_3_|_6_	_3_|_7_	_3_|_8_	_3_|_9_	_4_|_0_	_4_|_10_	_4_|_1_	_4_|_2_	_4_|_3_	_4_|_4_	_4_|_5_	_4_|_6_	_4_|_7_	_4_|_8_	_4_|_9_	_5_|_0_	_5_|_10_	_5_|_1_	_5_|_2_	_5_|_3_	_5_|_4_	_5_|_5_	_5_|_6_	_5_|_7_	_5_|_8_	_5_|_9_	_6_|_0_	_6_|_10_	_6_|_1_	_6_|_2_	_6_|_3_	_6_|_4_	_6_|_5_	_6_|_6_	_6_|_7_	_6_|_8_	_6_|_9_	_7_|_0_	_7_|_10_	_7_|_1_	_7_|_2_	_7_|_3_	_7_|_4_	_7_|_5_	_7_|_6_	_7_|_7_	_7_|_8_	_7_|_9_	_8_|_0_	_8_|_10_	_8_|_1_	_8_|_2_	_8_|_3_	_8_|_4_	_8_|_5_	_8_|_6_	_8_|_7_	_8_|_8_	_8_|_9_	_9_|_0_	_9_|_10_	_9_|_1_	_9_|_2_	_9_|_3_	_9_|_4_	_9_|_5_	_9_|_6_	_9_|_7_	_9_|_8_	_9_|_9_
CPI-SS056AA08CF	EDN2_EDNRA	simple:P20800	simple:P25101	EDN2	EDNRA	True	False	True	guidetopharmacology.org	False	0.074																							0.296		0.246	0.219	0.191			0.189		0.212	0.217	0.214																																																																													0.224										
CPI-SS04A5D6B6F	DLL1_NOTCH1	simple:O00548	simple:P46531	DLL1	NOTCH1	False	False	True	curated	False	0.074																							0.445		0.401	0.375								0.439		0.396	0.37																																																																										0.44		0.397	0.371							
CPI-SS0B0E09B1C	CTLA4_CD86	simple:P16410	simple:P42081	CTLA4	CD86	False	False	True	curated	False	0.074	0.384	0.305	0.222	0.235	0.256					0.262													0.283																						0.291																																																							0.3																					
CPI-SS0E7523314	WNT3_FZD1	simple:P56703	simple:Q9UP38	WNT3	FZD1	True	False	True	I2D	False	0.074												0.322											0.336											0.332											0.361	0.317																					0.309											0.331																						0.342											0.355										
CPI-SS0DA366C78	EPHB2_EFNB3	simple:P29323	simple:Q15768	EPHB2	EFNB3	False	True	True	curated	False	0.074			0.2		0.216		0.225	0.185			0.218																0.198		0.208				0.2							0.188																																																																																	
CPI-SS033CB0BB2	CXADR_FAM3C	simple:P78310	simple:Q92520	CXADR	FAM3C	True	True	False	IMEx,IntAct	False	0.074												0.564											0.587											0.533											0.565																						0.561											0.577																						0.545											0.631	0.531									
CPI-SS0B84DAE3D	PVR_CD96	simple:P15151	simple:P40200	PVR	CD96	True	True	True	curated	False	0.074	0.289											0.338											0.326											0.333											0.307																						0.33											0.319																						0.326											0.309										
CPI-SS048A2311A	TNF_RIPK1	simple:P01375	simple:Q13546	TNF	RIPK1	True	False	True	I2D,IMEx,InnateDB,InnateDB-All,IntAct,MINT	False	0.074																																															0.501	0.521	0.501						0.527																									0.518	0.538	0.518						0.544																										0.5							
CPI-SS0CB4F2FE4	PDGFB_ADGRV1	simple:P01127	simple:Q8WXG9	PDGFB	ADGRV1	True	False	True	InnateDB-All	False	0.074								0.262			0.261																			0.259																																												0.269			0.267								0.311			0.309																														0.37			0.369
CPI-SS0E5593D5C	BMP8B_PLAUR	simple:P34820	simple:Q03405	BMP8B	PLAUR	True	False	True	InnateDB-All	False	0.074																							0.329		0.428	0.366	0.329									0.379											0.386	0.324																																0.389	0.327																																								
CPI-SS0EDAE16B6	EPOR_KITLG	simple:P19235	simple:P21583	EPOR	KITLG	True	True	False	I2D	False	0.074										0.422																						0.455											0.437						0.328					0.462																						0.411											0.436																						0.472											0.463	
CPI-SC09C0B5D08	COL4A5_a2b1 complex	simple:P29400	complex:a2b1 complex	COL4A5		True	False	False	curated	True	0.074																									0.313					0.37						0.298					0.355																																							0.301					0.357																						0.327						0.319					0.376			
CPI-CS048465560	ACVR_1A2B receptor_INHBB	complex:ACVR_1A2B receptor	simple:P09529		INHBB	True	True	False	curated	False	0.074																														0.324											0.321											0.301																						0.306							0.288				0.333																		0.294				0.338											0.332			
CPI-SC0FC645961	COL5A3_a2b1 complex	simple:P25940	complex:a2b1 complex	COL5A3		True	False	False	curated	True	0.083	0.376	0.396	0.435	0.392			0.371	0.492																	0.376					0.433											0.38																																																							0.436																									
CPI-SS00561BBD7	PVR_TIGIT	simple:P15151	simple:Q495A1	PVR	TIGIT	True	True	False	curated	False	0.083	0.462											0.511											0.499											0.506	0.343										0.481																						0.503											0.492																						0.499											0.482										
CPI-SC00064A9CE	COL20A1_a2b1 complex	simple:Q9P218	complex:a2b1 complex	COL20A1		True	False	False	curated	True	0.083																																															0.304					0.361																	0.275					0.332						0.313					0.369																	0.3					0.356						0.283					0.34			
CPI-SS06C0074BD	CCL21_CCR7	simple:O00585	simple:P32248	CCL21	CCR7	True	False	True	curated	False	0.083	1.224				1.064		1.057			1.077	1.042																																													2.021				1.862		1.854			1.874	1.84																																																							
CPI-SC017215F7F	GDF11_TGFR_AVR2B	simple:O95390	complex:TGFR_AVR2B	GDF11		True	False	True	curated	False	0.083																																																																															0.293			0.257			0.255																											0.329	0.284		0.293		0.268	0.291		0.275	0.304
CPI-SS0F739D3DB	ANXA1_FPR1	simple:P04083	simple:P21462	ANXA1	FPR1	True	False	True	guidetopharmacology.org	False	0.083	1.098		1.031	1.038	1.035					1.063																																														0.846		0.779	0.786	0.783					0.811																																																								
CPI-CS0384572FE	ACVR_1B2B receptor_GDF11	complex:ACVR_1B2B receptor	simple:O95390		GDF11	True	True	False	curated	False	0.083																			0.293			0.329											0.284																			0.257			0.293																						0.268								0.255			0.291																						0.275											0.304
CPI-SS035E5A708	DLL3_NOTCH3	simple:Q9NYJ7	simple:Q9UM47	DLL3	NOTCH3	False	False	True	curated	False	0.083																																		1.347					1.753						1.35					1.756																	1.368					1.774						1.343					1.749																												1.349					1.755					
CPI-SS087B53ABF	JAM2_JAM3	simple:P57087	simple:Q9BX67	JAM2	JAM3	True	False	False	curated	False	0.083	0.448	0.391	0.378		0.358		0.366	0.374	0.363		0.467	0.392										0.411																																																																																																			
CPI-SS0F9D53834	JAM3_JAM3	simple:Q9BX67	simple:Q9BX67	JAM3	JAM3	True	False	False	curated	False	0.083	0.5		0.43					0.426			0.519												0.43										0.449																																													0.426																																	0.519		0.449								0.538
CPI-SS098EFF959	CCR7_CCL19	simple:P32248	simple:Q99731	CCR7	CCL19	True	True	False	curated	False	0.083	2.766					3.106																																							2.606					2.946																	2.599					2.939																												2.619					2.959						2.585					2.925					
CPI-SC0077CEB82	TGFB3_TGFbeta receptor2	simple:P10600	complex:TGFbeta receptor2	TGFB3		True	False	True	curated	False	0.083	0.552		0.477	0.483				0.486	0.519	0.492	0.485																																																																														0.537								0.504														0.528										
CPI-CS04DD927C9	ACVR_1A2B receptor_INHBA	complex:ACVR_1A2B receptor	simple:P08476		INHBA	True	True	False	curated	False	0.083																							0.542											0.539											0.519																						0.524											0.55		0.405																				0.556		0.411									0.549		0.404								
CPI-SS0938C6980	DLL4_NOTCH3	simple:Q9NR61	simple:Q9UM47	DLL4	NOTCH3	False	False	True	curated	False	0.083	1.391					1.797																	1.339					1.745						1.363					1.769						1.337					1.743																																																		1.331					1.737																
CPI-SS0E0DEA7D5	PECAM1_CD38	simple:P16284	simple:P28907	PECAM1	CD38	False	True	True	curated	False	0.083	1.42		1.276		1.328		1.301			1.336																																														2.029		1.885		1.937		1.909			1.945																																																								
CPI-SS08D0F9109	EFNB2_EPHB4	simple:P52799	simple:P54760	EFNB2	EPHB4	False	True	True	curated	False	0.083	0.493			0.453					0.503																									0.448																																	0.449											0.47								0.48																									0.508			0.468					0.517		
CPI-CS0E54FF657	BMPR1A_BMPR2_BMP4	complex:BMPR1A_BMPR2	simple:P12644		BMP4	True	True	False	curated	False	0.091																									0.326					0.294		0.296															0.289																						0.295																																	0.34					0.309		0.31				0.366					0.334		0.335	
CPI-CS0533A30DC	ACVR_1B2A receptor_INHBA	complex:ACVR_1B2A receptor	simple:P08476		INHBA	True	True	False	curated	False	0.091	0.516		0.371																				0.455											0.474		0.328									0.466																						0.463											0.468																						0.47											0.49		0.345								
CPI-CS091BF99D0	ACVR_1A2A receptor_INHBA	complex:ACVR_1A2A receptor	simple:P08476		INHBA	True	True	False	curated	False	0.091	0.516		0.371																				0.455											0.474		0.328									0.466																						0.463											0.468																						0.47											0.49		0.345								
CPI-SS03A2EFDD5	EPHA1_EFNA5	simple:P21709	simple:P52803	EPHA1	EFNA5	False	True	False	curated	False	0.091								0.26		0.215																				0.229		0.184									0.208											0.227		0.183																															0.202																						0.241		0.196									0.221			
CPI-SC032246C72	TGFB2_TGFbeta receptor2	simple:P61812	complex:TGFbeta receptor2	TGFB2		True	False	True	curated	False	0.091																							0.256											0.33		0.256	0.261				0.264	0.297	0.27	0.263																																		0.264																						0.256											0.294										
CPI-SS05FEE05CB	NOTCH4_JAG2	simple:Q99466	simple:Q9Y219	NOTCH4	JAG2	False	True	False	curated	False	0.091	0.506		0.514			0.642			0.541																			0.555											0.574											0.553																						0.556											0.546																						0.558											0.578					
CPI-SS00D9A0644	FGFR2_CD83	simple:P21802	simple:Q01151	FGFR2	CD83	True	True	True	InnateDB-All	False	0.091																							0.417				0.333					0.364		0.436				0.352					0.383		0.359																						0.354											0.384																						0.364											0.402										
CPI-SS03F821467	CD96_NECTIN1	simple:P40200	simple:Q15223	CD96	NECTIN1	True	True	True	curated	False	0.091	0.277	0.27	0.315	0.297	0.248		0.234	0.249	0.3	0.237	0.265																																				0.236																																																																										
CPI-CC072007F09	ACVR_1B2B receptor_Activin ligand ab	complex:ACVR_1B2B receptor	complex:Activin ligand ab			True	True	False	curated	False	0.091															0.351				0.353		0.347					0.306				0.308																		0.315				0.317																													0.313				0.315																													0.327				0.328			
CPI-SC04B354AE3	COL8A2_a2b1 complex	simple:P25067	complex:a2b1 complex	COL8A2		True	False	False	curated	True	0.091	0.371	0.391	0.43	0.387			0.366	0.487																	0.41					0.466											0.406											0.378																																																							0.438														
CPI-SS0586F2596	EPHB2_EFNA5	simple:P29323	simple:P52803	EPHB2	EFNA5	False	True	False	curated	False	0.091								0.292		0.247																				0.274		0.229									0.254		0.209									0.225																						0.212											0.208																						0.242											0.228			
CPI-SS0F21D6CA0	EPHB4_EFNB1	simple:P54760	simple:P98172	EPHB4	EFNB1	False	True	False	curated	False	0.099	0.524	0.525	0.5	0.474	0.485			0.477		0.482																								0.484																																																							0.534	0.535	0.51		0.495																												
CPI-SC05B2AA866	COL12A1_a11b1 complex	simple:Q99715	complex:a11b1 complex	COL12A1		True	False	False	curated	True	0.099	1.183		1.22	1.164	1.102			1.119		1.187													1.181		1.218	1.162	1.1			1.117		1.185																																																																																									
CPI-SC069F95780	COL8A2_a1b1 complex	simple:P25067	complex:a1b1 complex	COL8A2		True	False	False	curated	True	0.099	0.558		0.374	0.381					0.409			0.447											0.537											0.477											0.449																						0.421											0.434																						0.508											0.448										
CPI-SS046F6F0C1	EFNA1_EPHA2	simple:P20827	simple:P29317	EFNA1	EPHA2	True	False	True	curated	False	0.099																									5.29	5.302							5.309			6.574	6.586							6.593			4.911	4.922							4.93																									5.61	5.622							5.629																																	
