source	target	ligand	receptor	prob	pval	interaction_name	interaction_name_2	pathway_name	annotation	evidence
127	Tcell	macrophage	TGFB1	ACVR1B_TGFbR2	3.91172102115345e-06	0	TGFB1_ACVR1B_TGFBR2	TGFB1 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
128	endothelial	mesenchymal	TGFB1	ACVR1B_TGFbR2	1.17426444070063e-06	0.01	TGFB1_ACVR1B_TGFBR2	TGFB1 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
129	macrophage	mesenchymal	TGFB1	ACVR1B_TGFbR2	1.55920250352016e-06	0	TGFB1_ACVR1B_TGFBR2	TGFB1 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
130	stroma	mesenchymal	TGFB1	ACVR1B_TGFbR2	9.38571884381746e-07	0	TGFB1_ACVR1B_TGFBR2	TGFB1 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
131	Tcell	mesenchymal	TGFB1	ACVR1B_TGFbR2	2.09668104594995e-06	0	TGFB1_ACVR1B_TGFBR2	TGFB1 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
132	basal_like_1	stroma	TGFB1	ACVR1B_TGFbR2	8.91943491946214e-07	0	TGFB1_ACVR1B_TGFBR2	TGFB1 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
133	Bcell	stroma	TGFB1	ACVR1B_TGFbR2	1.73729133721091e-06	0	TGFB1_ACVR1B_TGFBR2	TGFB1 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
134	endothelial	stroma	TGFB1	ACVR1B_TGFbR2	2.85366535082034e-06	0	TGFB1_ACVR1B_TGFBR2	TGFB1 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
135	macrophage	stroma	TGFB1	ACVR1B_TGFbR2	3.78912890647628e-06	0	TGFB1_ACVR1B_TGFBR2	TGFB1 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
136	stroma	stroma	TGFB1	ACVR1B_TGFbR2	2.28089251693669e-06	0	TGFB1_ACVR1B_TGFBR2	TGFB1 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
137	Tcell	stroma	TGFB1	ACVR1B_TGFbR2	5.09528936809905e-06	0	TGFB1_ACVR1B_TGFBR2	TGFB1 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
138	basal_like_1	Tcell	TGFB1	ACVR1B_TGFbR2	9.46671369287401e-07	0.01	TGFB1_ACVR1B_TGFBR2	TGFB1 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
139	Bcell	Tcell	TGFB1	ACVR1B_TGFbR2	1.84388802420751e-06	0	TGFB1_ACVR1B_TGFBR2	TGFB1 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
140	endothelial	Tcell	TGFB1	ACVR1B_TGFbR2	3.02876038269475e-06	0	TGFB1_ACVR1B_TGFBR2	TGFB1 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
141	macrophage	Tcell	TGFB1	ACVR1B_TGFbR2	4.02162193349085e-06	0	TGFB1_ACVR1B_TGFBR2	TGFB1 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
142	stroma	Tcell	TGFB1	ACVR1B_TGFbR2	2.42084342639796e-06	0	TGFB1_ACVR1B_TGFBR2	TGFB1 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
143	Tcell	Tcell	TGFB1	ACVR1B_TGFbR2	5.40792544610795e-06	0	TGFB1_ACVR1B_TGFBR2	TGFB1 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
144	Bcell	basal_like_1	TGFB3	ACVR1B_TGFbR2	1.13619259367424e-06	0	TGFB3_ACVR1B_TGFBR2	TGFB3 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
145	luminal_ar	basal_like_1	TGFB3	ACVR1B_TGFbR2	8.06000360957443e-07	0.02	TGFB3_ACVR1B_TGFBR2	TGFB3 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
146	macrophage	basal_like_1	TGFB3	ACVR1B_TGFbR2	9.5422130716731e-07	0	TGFB3_ACVR1B_TGFBR2	TGFB3 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
147	stroma	basal_like_1	TGFB3	ACVR1B_TGFbR2	8.53985835256576e-07	0	TGFB3_ACVR1B_TGFBR2	TGFB3 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
148	Tcell	basal_like_1	TGFB3	ACVR1B_TGFbR2	8.64811206875665e-07	0.03	TGFB3_ACVR1B_TGFBR2	TGFB3 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
149	basal_like_1	Bcell	TGFB3	ACVR1B_TGFbR2	1.16425456503242e-06	0	TGFB3_ACVR1B_TGFBR2	TGFB3 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
150	Bcell	Bcell	TGFB3	ACVR1B_TGFbR2	2.03952670799521e-06	0	TGFB3_ACVR1B_TGFBR2	TGFB3 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
151	endothelial	Bcell	TGFB3	ACVR1B_TGFbR2	1.15046371999516e-06	0.01	TGFB3_ACVR1B_TGFBR2	TGFB3 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
152	luminal_ar	Bcell	TGFB3	ACVR1B_TGFbR2	1.44681436639904e-06	0	TGFB3_ACVR1B_TGFBR2	TGFB3 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
153	macrophage	Bcell	TGFB3	ACVR1B_TGFbR2	1.71287874323819e-06	0	TGFB3_ACVR1B_TGFBR2	TGFB3 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
154	stroma	Bcell	TGFB3	ACVR1B_TGFbR2	1.53295076717199e-06	0	TGFB3_ACVR1B_TGFBR2	TGFB3 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
155	Tcell	Bcell	TGFB3	ACVR1B_TGFbR2	1.55238291592466e-06	0	TGFB3_ACVR1B_TGFBR2	TGFB3 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
156	basal_like_1	endothelial	TGFB3	ACVR1B_TGFbR2	1.51482864080691e-06	0	TGFB3_ACVR1B_TGFBR2	TGFB3 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
157	Bcell	endothelial	TGFB3	ACVR1B_TGFbR2	2.65365725336694e-06	0	TGFB3_ACVR1B_TGFBR2	TGFB3 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
158	endothelial	endothelial	TGFB3	ACVR1B_TGFbR2	1.49688516261242e-06	0	TGFB3_ACVR1B_TGFBR2	TGFB3 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
159	luminal_ar	endothelial	TGFB3	ACVR1B_TGFbR2	1.88247116614439e-06	0	TGFB3_ACVR1B_TGFBR2	TGFB3 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
160	macrophage	endothelial	TGFB3	ACVR1B_TGFbR2	2.22865116182904e-06	0	TGFB3_ACVR1B_TGFBR2	TGFB3 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
161	mesenchymal	endothelial	TGFB3	ACVR1B_TGFbR2	1.07109837040608e-06	0.01	TGFB3_ACVR1B_TGFBR2	TGFB3 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
162	stroma	endothelial	TGFB3	ACVR1B_TGFbR2	1.9945443761526e-06	0	TGFB3_ACVR1B_TGFBR2	TGFB3 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
163	Tcell	endothelial	TGFB3	ACVR1B_TGFbR2	2.01982784372498e-06	0	TGFB3_ACVR1B_TGFBR2	TGFB3 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
164	Bcell	luminal_ar	TGFB3	ACVR1B_TGFbR2	1.00636192364114e-06	0.02	TGFB3_ACVR1B_TGFBR2	TGFB3 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
165	Bcell	macrophage	TGFB3	ACVR1B_TGFbR2	1.38646842002219e-06	0	TGFB3_ACVR1B_TGFBR2	TGFB3 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
166	luminal_ar	macrophage	TGFB3	ACVR1B_TGFbR2	9.83542894205502e-07	0	TGFB3_ACVR1B_TGFBR2	TGFB3 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
167	macrophage	macrophage	TGFB3	ACVR1B_TGFbR2	1.16441330280358e-06	0	TGFB3_ACVR1B_TGFBR2	TGFB3 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
168	stroma	macrophage	TGFB3	ACVR1B_TGFbR2	1.04209839000572e-06	0	TGFB3_ACVR1B_TGFBR2	TGFB3 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
169	Tcell	macrophage	TGFB3	ACVR1B_TGFbR2	1.05530833521168e-06	0	TGFB3_ACVR1B_TGFBR2	TGFB3 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
170	basal_like_1	stroma	TGFB3	ACVR1B_TGFbR2	1.0309316427653e-06	0	TGFB3_ACVR1B_TGFBR2	TGFB3 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
171	Bcell	stroma	TGFB3	ACVR1B_TGFbR2	1.80597341836676e-06	0	TGFB3_ACVR1B_TGFBR2	TGFB3 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
172	endothelial	stroma	TGFB3	ACVR1B_TGFbR2	1.01872003792023e-06	0.01	TGFB3_ACVR1B_TGFBR2	TGFB3 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
173	luminal_ar	stroma	TGFB3	ACVR1B_TGFbR2	1.2811345508212e-06	0	TGFB3_ACVR1B_TGFBR2	TGFB3 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
174	macrophage	stroma	TGFB3	ACVR1B_TGFbR2	1.51673100198284e-06	0	TGFB3_ACVR1B_TGFBR2	TGFB3 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
175	stroma	stroma	TGFB3	ACVR1B_TGFbR2	1.35740719040135e-06	0	TGFB3_ACVR1B_TGFBR2	TGFB3 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
176	Tcell	stroma	TGFB3	ACVR1B_TGFbR2	1.3746140919498e-06	0	TGFB3_ACVR1B_TGFBR2	TGFB3 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
177	basal_like_1	Tcell	TGFB3	ACVR1B_TGFbR2	1.09418755161685e-06	0	TGFB3_ACVR1B_TGFBR2	TGFB3 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
178	Bcell	Tcell	TGFB3	ACVR1B_TGFbR2	1.91678429487655e-06	0	TGFB3_ACVR1B_TGFBR2	TGFB3 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
179	endothelial	Tcell	TGFB3	ACVR1B_TGFbR2	1.08122666654676e-06	0.02	TGFB3_ACVR1B_TGFBR2	TGFB3 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
180	luminal_ar	Tcell	TGFB3	ACVR1B_TGFbR2	1.35974240042429e-06	0.01	TGFB3_ACVR1B_TGFBR2	TGFB3 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
181	macrophage	Tcell	TGFB3	ACVR1B_TGFbR2	1.60979456342284e-06	0	TGFB3_ACVR1B_TGFBR2	TGFB3 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
182	stroma	Tcell	TGFB3	ACVR1B_TGFbR2	1.44069496927722e-06	0	TGFB3_ACVR1B_TGFBR2	TGFB3 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
183	Tcell	Tcell	TGFB3	ACVR1B_TGFbR2	1.45895765291388e-06	0	TGFB3_ACVR1B_TGFBR2	TGFB3 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	PMID: 27449815
184	basal_like_1	basal_like_1	TGFB1	ACVR1_TGFbR	3.3982091811551e-07	0.04	TGFB1_ACVR1_TGFBR1	TGFB1 - (ACVR1+TGFBR1)	TGFb	Secreted Signaling	PMID: 29376829
185	Bcell	basal_like_1	TGFB1	ACVR1_TGFbR	6.78569166991846e-07	0	TGFB1_ACVR1_TGFBR1	TGFB1 - (ACVR1+TGFBR1)	TGFb	Secreted Signaling	PMID: 29376829
186	endothelial	basal_like_1	TGFB1	ACVR1_TGFbR	1.11639631546447e-06	0	TGFB1_ACVR1_TGFBR1	TGFB1 - (ACVR1+TGFBR1)	TGFb	Secreted Signaling	PMID: 29376829
187	macrophage	basal_like_1	TGFB1	ACVR1_TGFbR	1.4871507211695e-06	0	TGFB1_ACVR1_TGFBR1	TGFB1 - (ACVR1+TGFBR1)	TGFb	Secreted Signaling	PMID: 29376829
188	stroma	basal_like_1	TGFB1	ACVR1_TGFbR	9.17865309460966e-07	0	TGFB1_ACVR1_TGFBR1	TGFB1 - (ACVR1+TGFBR1)	TGFb	Secreted Signaling	PMID: 29376829
189	Tcell	basal_like_1	TGFB1	ACVR1_TGFbR	1.98877260446635e-06	0	TGFB1_ACVR1_TGFBR1	TGFB1 - (ACVR1+TGFBR1)	TGFb	Secreted Signaling	PMID: 29376829
190	Bcell	luminal_ar	TGFB1	ACVR1_TGFbR	6.76975616460647e-07	0	TGFB1_ACVR1_TGFBR1	TGFB1 - (ACVR1+TGFBR1)	TGFb	Secreted Signaling	PMID: 29376829
191	endothelial	luminal_ar	TGFB1	ACVR1_TGFbR	1.11377457364212e-06	0	TGFB1_ACVR1_TGFBR1	TGFB1 - (ACVR1+TGFBR1)	TGFb	Secreted Signaling	PMID: 29376829
192	macrophage	luminal_ar	TGFB1	ACVR1_TGFbR	1.4836583020835e-06	0	TGFB1_ACVR1_TGFBR1	TGFB1 - (ACVR1+TGFBR1)	TGFb	Secreted Signaling	PMID: 29376829
193	stroma	luminal_ar	TGFB1	ACVR1_TGFbR	9.15709796842029e-07	0	TGFB1_ACVR1_TGFBR1	TGFB1 - (ACVR1+TGFBR1)	TGFb	Secreted Signaling	PMID: 29376829
194	Tcell	luminal_ar	TGFB1	ACVR1_TGFbR	1.9841021807986e-06	0	TGFB1_ACVR1_TGFBR1	TGFB1 - (ACVR1+TGFBR1)	TGFb	Secreted Signaling	PMID: 29376829
195	basal_like_1	basal_like_1	TGFB3	ACVR1_TGFbR	3.92773952573165e-07	0	TGFB3_ACVR1_TGFBR1	TGFB3 - (ACVR1+TGFBR1)	TGFb	Secreted Signaling	PMID: 29376829
196	Bcell	basal_like_1	TGFB3	ACVR1_TGFbR	7.05395756676634e-07	0	TGFB3_ACVR1_TGFBR1	TGFB3 - (ACVR1+TGFBR1)	TGFb	Secreted Signaling	PMID: 29376829
197	endothelial	basal_like_1	TGFB3	ACVR1_TGFbR	3.98537910070053e-07	0.01	TGFB3_ACVR1_TGFBR1	TGFB3 - (ACVR1+TGFBR1)	TGFb	Secreted Signaling	PMID: 29376829
198	luminal_ar	basal_like_1	TGFB3	ACVR1_TGFbR	4.86539056823172e-07	0	TGFB3_ACVR1_TGFBR1	TGFB3 - (ACVR1+TGFBR1)	TGFb	Secreted Signaling	PMID: 29376829
199	macrophage	basal_like_1	TGFB3	ACVR1_TGFbR	5.95282987809566e-07	0	TGFB3_ACVR1_TGFBR1	TGFB3 - (ACVR1+TGFBR1)	TGFb	Secreted Signaling	PMID: 29376829
200	stroma	basal_like_1	TGFB3	ACVR1_TGFbR	5.46240617166955e-07	0	TGFB3_ACVR1_TGFBR1	TGFB3 - (ACVR1+TGFBR1)	TGFb	Secreted Signaling	PMID: 29376829
201	Tcell	basal_like_1	TGFB3	ACVR1_TGFbR	5.36532371921648e-07	0	TGFB3_ACVR1_TGFBR1	TGFB3 - (ACVR1+TGFBR1)	TGFb	Secreted Signaling	PMID: 29376829
202	basal_like_1	luminal_ar	TGFB3	ACVR1_TGFbR	3.91851562712748e-07	0.03	TGFB3_ACVR1_TGFBR1	TGFB3 - (ACVR1+TGFBR1)	TGFb	Secreted Signaling	PMID: 29376829
203	Bcell	luminal_ar	TGFB3	ACVR1_TGFbR	7.03739206677972e-07	0	TGFB3_ACVR1_TGFBR1	TGFB3 - (ACVR1+TGFBR1)	TGFb	Secreted Signaling	PMID: 29376829
204	luminal_ar	luminal_ar	TGFB3	ACVR1_TGFbR	4.85396469215747e-07	0	TGFB3_ACVR1_TGFBR1	TGFB3 - (ACVR1+TGFBR1)	TGFb	Secreted Signaling	PMID: 29376829
205	macrophage	luminal_ar	TGFB3	ACVR1_TGFbR	5.93885026265773e-07	0	TGFB3_ACVR1_TGFBR1	TGFB3 - (ACVR1+TGFBR1)	TGFb	Secreted Signaling	PMID: 29376829
206	stroma	luminal_ar	TGFB3	ACVR1_TGFbR	5.44957826579189e-07	0	TGFB3_ACVR1_TGFBR1	TGFB3 - (ACVR1+TGFBR1)	TGFb	Secreted Signaling	PMID: 29376829
207	Tcell	luminal_ar	TGFB3	ACVR1_TGFbR	5.35272380149215e-07	0	TGFB3_ACVR1_TGFBR1	TGFB3 - (ACVR1+TGFBR1)	TGFb	Secreted Signaling	PMID: 29376829
208	basal_like_1	basal_like_1	INHBA	ACVR1B_ACVR2B	4.46363602681242e-07	0	INHBA_ACVR1B_ACVR2B	INHBA - (ACVR1B+ACVR2B)	ACTIVIN	Secreted Signaling	KEGG: hsa04351
209	Bcell	basal_like_1	INHBA	ACVR1B_ACVR2B	8.55636991540246e-07	0	INHBA_ACVR1B_ACVR2B	INHBA - (ACVR1B+ACVR2B)	ACTIVIN	Secreted Signaling	KEGG: hsa04351
210	macrophage	basal_like_1	INHBA	ACVR1B_ACVR2B	7.64032282412226e-07	0	INHBA_ACVR1B_ACVR2B	INHBA - (ACVR1B+ACVR2B)	ACTIVIN	Secreted Signaling	KEGG: hsa04351
211	mesenchymal	basal_like_1	INHBA	ACVR1B_ACVR2B	4.05727021093447e-07	0.02	INHBA_ACVR1B_ACVR2B	INHBA - (ACVR1B+ACVR2B)	ACTIVIN	Secreted Signaling	KEGG: hsa04351
212	stroma	basal_like_1	INHBA	ACVR1B_ACVR2B	1.19133124582263e-06	0	INHBA_ACVR1B_ACVR2B	INHBA - (ACVR1B+ACVR2B)	ACTIVIN	Secreted Signaling	KEGG: hsa04351
213	basal_like_1	luminal_ar	INHBA	ACVR1B_ACVR2B	4.31308433795654e-07	0.01	INHBA_ACVR1B_ACVR2B	INHBA - (ACVR1B+ACVR2B)	ACTIVIN	Secreted Signaling	KEGG: hsa04351
214	Bcell	luminal_ar	INHBA	ACVR1B_ACVR2B	8.26777661969746e-07	0	INHBA_ACVR1B_ACVR2B	INHBA - (ACVR1B+ACVR2B)	ACTIVIN	Secreted Signaling	KEGG: hsa04351
215	macrophage	luminal_ar	INHBA	ACVR1B_ACVR2B	7.38262637562424e-07	0	INHBA_ACVR1B_ACVR2B	INHBA - (ACVR1B+ACVR2B)	ACTIVIN	Secreted Signaling	KEGG: hsa04351
216	stroma	luminal_ar	INHBA	ACVR1B_ACVR2B	1.15114947453584e-06	0	INHBA_ACVR1B_ACVR2B	INHBA - (ACVR1B+ACVR2B)	ACTIVIN	Secreted Signaling	KEGG: hsa04351
217	Bcell	mesenchymal	INHBA	ACVR1B_ACVR2B	7.64050095073946e-07	0	INHBA_ACVR1B_ACVR2B	INHBA - (ACVR1B+ACVR2B)	ACTIVIN	Secreted Signaling	KEGG: hsa04351
218	macrophage	mesenchymal	INHBA	ACVR1B_ACVR2B	6.82250695171379e-07	0.01	INHBA_ACVR1B_ACVR2B	INHBA - (ACVR1B+ACVR2B)	ACTIVIN	Secreted Signaling	KEGG: hsa04351
219	stroma	mesenchymal	INHBA	ACVR1B_ACVR2B	1.06381186571182e-06	0	INHBA_ACVR1B_ACVR2B	INHBA - (ACVR1B+ACVR2B)	ACTIVIN	Secreted Signaling	KEGG: hsa04351
220	basal_like_1	basal_like_1	INHBB	ACVR1B_ACVR2B	3.11899755838768e-07	0	INHBB_ACVR1B_ACVR2B	INHBB - (ACVR1B+ACVR2B)	ACTIVIN	Secreted Signaling	KEGG: hsa04353
221	mesenchymal	basal_like_1	INHBB	ACVR1B_ACVR2B	4.17376641857934e-07	0	INHBB_ACVR1B_ACVR2B	INHBB - (ACVR1B+ACVR2B)	ACTIVIN	Secreted Signaling	KEGG: hsa04353
222	basal_like_1	luminal_ar	INHBB	ACVR1B_ACVR2B	3.01379847671018e-07	0	INHBB_ACVR1B_ACVR2B	INHBB - (ACVR1B+ACVR2B)	ACTIVIN	Secreted Signaling	KEGG: hsa04353
223	mesenchymal	luminal_ar	INHBB	ACVR1B_ACVR2B	4.03299158903843e-07	0	INHBB_ACVR1B_ACVR2B	INHBB - (ACVR1B+ACVR2B)	ACTIVIN	Secreted Signaling	KEGG: hsa04353
224	basal_like_1	mesenchymal	INHBB	ACVR1B_ACVR2B	2.78514167326233e-07	0	INHBB_ACVR1B_ACVR2B	INHBB - (ACVR1B+ACVR2B)	ACTIVIN	Secreted Signaling	KEGG: hsa04353
225	mesenchymal	mesenchymal	INHBB	ACVR1B_ACVR2B	3.72700866239234e-07	0	INHBB_ACVR1B_ACVR2B	INHBB - (ACVR1B+ACVR2B)	ACTIVIN	Secreted Signaling	KEGG: hsa04353
226	basal_like_1	basal_like_1	Activin AB	ACVR1B_ACVR2B	3.73122902492846e-07	0	INHBABB_ACVR1B_ACVR2B	INHBABB - (ACVR1B+ACVR2B)	ACTIVIN	Secreted Signaling	PMID: 2457849; PMID: 22991378
227	mesenchymal	basal_like_1	Activin AB	ACVR1B_ACVR2B	4.1151060932735e-07	0	INHBABB_ACVR1B_ACVR2B	INHBABB - (ACVR1B+ACVR2B)	ACTIVIN	Secreted Signaling	PMID: 2457849; PMID: 22991378
228	basal_like_1	luminal_ar	Activin AB	ACVR1B_ACVR2B	3.60538030706895e-07	0	INHBABB_ACVR1B_ACVR2B	INHBABB - (ACVR1B+ACVR2B)	ACTIVIN	Secreted Signaling	PMID: 2457849; PMID: 22991378
229	mesenchymal	luminal_ar	Activin AB	ACVR1B_ACVR2B	3.97630978700964e-07	0	INHBABB_ACVR1B_ACVR2B	INHBABB - (ACVR1B+ACVR2B)	ACTIVIN	Secreted Signaling	PMID: 2457849; PMID: 22991378
230	basal_like_1	mesenchymal	Activin AB	ACVR1B_ACVR2B	3.33184022217962e-07	0	INHBABB_ACVR1B_ACVR2B	INHBABB - (ACVR1B+ACVR2B)	ACTIVIN	Secreted Signaling	PMID: 2457849; PMID: 22991378
231	mesenchymal	mesenchymal	Activin AB	ACVR1B_ACVR2B	3.6746273050623e-07	0	INHBABB_ACVR1B_ACVR2B	INHBABB - (ACVR1B+ACVR2B)	ACTIVIN	Secreted Signaling	PMID: 2457849; PMID: 22991378
232	mesenchymal	basal_like_1	Inhibin B	ACVR2B	1.90319978450829e-07	0	INHABB_ACVR2B	INHABB - ACVR2B	ACTIVIN	Secreted Signaling	PMID: 15027884
233	mesenchymal	luminal_ar	Inhibin B	ACVR2B	1.87596592103608e-07	0	INHABB_ACVR2B	INHABB - ACVR2B	ACTIVIN	Secreted Signaling	PMID: 15027884
234	mesenchymal	mesenchymal	Inhibin B	ACVR2B	1.9887996546251e-07	0	INHABB_ACVR2B	INHABB - ACVR2B	ACTIVIN	Secreted Signaling	PMID: 15027884
235	basal_like_1	basal_like_1	WNT3	FZD2_LRP5	1.38924182428326e-07	0	WNT3_FZD2_LRP5	WNT3 - (FZD2+LRP5)	WNT	Secreted Signaling	KEGG: hsa04310; PMID: 23209147
236	luminal_ar	basal_like_1	WNT3	FZD2_LRP5	1.27465862900591e-07	0	WNT3_FZD2_LRP5	WNT3 - (FZD2+LRP5)	WNT	Secreted Signaling	KEGG: hsa04310; PMID: 23209147
237	basal_like_1	endothelial	WNT3	FZD2_LRP5	1.70966661848898e-07	0	WNT3_FZD2_LRP5	WNT3 - (FZD2+LRP5)	WNT	Secreted Signaling	KEGG: hsa04310; PMID: 23209147
238	luminal_ar	endothelial	WNT3	FZD2_LRP5	1.56865513129029e-07	0	WNT3_FZD2_LRP5	WNT3 - (FZD2+LRP5)	WNT	Secreted Signaling	KEGG: hsa04310; PMID: 23209147
239	basal_like_1	luminal_ar	WNT3	FZD2_LRP5	1.45634415948156e-07	0	WNT3_FZD2_LRP5	WNT3 - (FZD2+LRP5)	WNT	Secreted Signaling	KEGG: hsa04310; PMID: 23209147
240	luminal_ar	luminal_ar	WNT3	FZD2_LRP5	1.33622643553899e-07	0	WNT3_FZD2_LRP5	WNT3 - (FZD2+LRP5)	WNT	Secreted Signaling	KEGG: hsa04310; PMID: 23209147
241	basal_like_1	endothelial	WNT3	FZD4_LRP5	2.37343752491551e-07	0	WNT3_FZD4_LRP5	WNT3 - (FZD4+LRP5)	WNT	Secreted Signaling	KEGG: hsa04310; PMID: 23209147
242	luminal_ar	endothelial	WNT3	FZD4_LRP5	2.1776789310819e-07	0	WNT3_FZD4_LRP5	WNT3 - (FZD4+LRP5)	WNT	Secreted Signaling	KEGG: hsa04310; PMID: 23209147
243	basal_like_1	basal_like_1	WNT3	FZD6_LRP5	2.91397608394948e-07	0	WNT3_FZD6_LRP5	WNT3 - (FZD6+LRP5)	WNT	Secreted Signaling	KEGG: hsa04310; PMID: 23209147
244	luminal_ar	basal_like_1	WNT3	FZD6_LRP5	2.67363445424046e-07	0	WNT3_FZD6_LRP5	WNT3 - (FZD6+LRP5)	WNT	Secreted Signaling	KEGG: hsa04310; PMID: 23209147
245	basal_like_1	endothelial	WNT3	FZD6_LRP5	3.03264805755603e-07	0	WNT3_FZD6_LRP5	WNT3 - (FZD6+LRP5)	WNT	Secreted Signaling	KEGG: hsa04310; PMID: 23209147
246	luminal_ar	endothelial	WNT3	FZD6_LRP5	2.78251849891039e-07	0	WNT3_FZD6_LRP5	WNT3 - (FZD6+LRP5)	WNT	Secreted Signaling	KEGG: hsa04310; PMID: 23209147
247	basal_like_1	luminal_ar	WNT3	FZD6_LRP5	2.94334178567139e-07	0	WNT3_FZD6_LRP5	WNT3 - (FZD6+LRP5)	WNT	Secreted Signaling	KEGG: hsa04310; PMID: 23209147
248	luminal_ar	luminal_ar	WNT3	FZD6_LRP5	2.70057810570246e-07	0	WNT3_FZD6_LRP5	WNT3 - (FZD6+LRP5)	WNT	Secreted Signaling	KEGG: hsa04310; PMID: 23209147
249	basal_like_1	basal_like_1	WNT3	FZD7_LRP5	1.0618955961731e-07	0	WNT3_FZD7_LRP5	WNT3 - (FZD7+LRP5)	WNT	Secreted Signaling	KEGG: hsa04310; PMID: 23209147
250	luminal_ar	basal_like_1	WNT3	FZD7_LRP5	9.74311568701615e-08	0	WNT3_FZD7_LRP5	WNT3 - (FZD7+LRP5)	WNT	Secreted Signaling	KEGG: hsa04310; PMID: 23209147
